Name,Description,Website,Theme,Focus-Area,Opportunity-Space,Founded,Headcount,Country,Location,Funded,Funding-Date,Funding-Stage,Total-Funding,Maturity,Inc.-Compass,Hero
Witco,"SaaS-driven integrated workplace management system. It facilitates offices, co-working spaces, co-living spaces, residential properties, and more. Offerings include events and news management, document management, emergency contacts management, incidents management, meeting room booking, shared space management booking, concierge services, canteen management, billing management, and more.",https://witco.io/en/,Support Services,Expertise & Community,(10) Providing physical spaces for working and selling,2016,0,France,Europe,Yes,"Saturday, 30 December 1899",Series A,16.758.900,Nascent,TRUE,FALSE
Casavi,"SaaS-based platform to connect residents with real estate professionals. It provides property managers/owners a portal to present all the information and services to prospective tenants/customers. It also includes features like document management, customer feedback, management of multiple properties, process management, and more. Additionally, it also provides a noticeboard for enabling social networking among residents to exchange message and offers.",https://casavi.de,Space Management,Space Design & Management​,(4) Managing the formation and operations of a space,2015,0,Germany,Europe,Yes,"Saturday, 30 December 1899",Series B,22.535.900,Emerging,TRUE,FALSE
Logical Buildings,"Provider of AI and app-based building energy monitoring & analytics solutions. It provides data-driven insights into building operations by the installation of real-time interval meters, IoT sensors, and load control devices which are connected to its proprietary energy and operations management software platform. Other services include remote controls, lighting, battery storage, cogeneration, and more. Its app is available for Android devices.",https://logicalbuildings.com,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,2012,0,United States,Global,Yes,"Saturday, 30 December 1899",Series D,13.500.000,Mature,TRUE,FALSE
MyTraffic,"Cloud-based market intelligence solution. The solutions enable users to specify a commercial location to obtain all traffic-related data of that place. It also enables commercial real estate investors and agents to analyze the pedestrian flow map of the area, target relevant locations, improve the performance of a store, and more.",https://www.mytraffic.io/en/,Space Management,Space Design & Management​,(4) Managing the formation and operations of a space,2015,0,France,Europe,Yes,"Saturday, 30 December 1899",Series A,11.720.700,Emerging,TRUE,FALSE
NestEgg,"SaaS-driven property & maintenance management solution for landlords. The solution enables users to manage their properties with features such as maintenance tracking & management, feedback management, payments processing, and more. The platform allows the landlord to submit maintenance issues, review, book, and pay for the solution and track the status. The mobile app is available for download on android and iOS devices.",https://nestegg.rent,Space Management,Space Design & Management​,(4) Managing the formation and operations of a space,2017,0,United States,Global,Yes,"Saturday, 30 December 1899",Series A,11.000.000,Nascent,TRUE,FALSE
ApplePie Capital,"Online lending marketplace for franchise loans. It offers multiple loan products including growth capital, conventional loans, SBA loans, equipment financing, and more. It provides financing for opening new units, remodelling existing units, refinancing existing debt, acquiring existing units, and more. It also provides liquidity for the franchisees and provides a growth plan that supports the development schedule.",http://www.mfil.net/edu/,Finance,Financing,(7) Joining the growth journey of the many,2014,0,United States,Global,Yes,"Wednesday, 13 October 2021",Series C,"$45,314,614.00",Emerging,TRUE,FALSE
1Valet,"SaaS-based community management solution for residential properties. The platform provides integrated smart building technologies and on-demand home services for all stakeholders including builders, property managers, and residents, entry management systems, concierge services, building control management, remote monitoring, and more. The company also offers a '1VALET resident app' for personalized connection with the community.",https://1valet.com,Space Management,Space Design & Management​,(4) Managing the formation and operations of a space,2013,0,Canada,Global,Yes,"Saturday, 31 July 2021",Series A,9.163.230,Emerging,TRUE,FALSE
ViaBot,"Manufacturer of automatic sweeping robots for commercial applications. Its offering includes robotic sweepers with features such as automatic navigation, sweeping service scheduling, and object detection. It uses RTK GPS, computer vision, and Lidar technologies. It is applicable to airports, hotels, and parking areas.",https://www.viabot.com/,Space Management,Space Design & Management​,(4) Managing the formation and operations of a space,2015,0,United States,Global,Yes,"Friday, 7 May 2021",Series A,6.100.000,Emerging,TRUE,FALSE
Paintzen,"PaintZen is an online e-commerce platform for booking, scheduling, and paying for home and office painters. Customers can customize their paint jobs to fit their personalized needs. Insured, background-checked painters. Company gives quotes for jobs itself",https://www.paintzen.com/,Space Management,Space Design & Management​,(4) Managing the formation and operations of a space,2013,0,United States,Global,Yes,"Tuesday, 5 April 2016",Series A,12.236.768,Emerging,TRUE,FALSE
Domuso,"Domuso provides payment solutions for property managers. Its features include customer onboarding, scanning checks, point-of-sale financing options for renters, and more. It facilitates payments via bank transfers, credit/debit cards, and more. It also provides chargeback management solutions.",https://www.domuso.com/,Space Management,Space Design & Management​,(4) Managing the formation and operations of a space,2013,23,United States,Global,Yes,"Saturday, 30 December 1899",Series A,5.800.000,Emerging,TRUE,FALSE
SkenarioLabs,"Online business intelligence tool for real estate properties. Offers digitalization of the property portfolio of a real estate firm and helps visualize the performance attributes of real estate properties. It helps gather insights on maintenance needs, property performance, lifecycle costs, real estate income, and more. It provides data-driven solutions to the properties and helps users to invest and get profit on the ROI.",https://www.skenariolabs.com,Space Management,Space Design & Management​,(4) Managing the formation and operations of a space,2015,0,Finland,Europe,Yes,"Friday, 8 April 2022",Series A,3.300.000,Emerging,TRUE,FALSE
LocateAI,"StreamLine provides an analytics platform that helps real estate developers, investors, and retailers evaluate the potential of a location/plot by utilizing artificial intelligence techniques. Enables users to estimate market potential, forecast revenue potential, evaluate cannibalization rate, and visualize other key data involved in the decision-making process.",https://www.locate.ai/,Space Management,Space Design & Management​,(4) Managing the formation and operations of a space,2014,7,United States,Global,Yes,"Friday, 20 December 2019",Series A,8.833.267,Emerging,TRUE,FALSE
Hightower,"Hightower provides a mobile technology platform that allows landlords, investors and their brokers to collaborate on deals in real time, track important documents and information, and view real-time analytics all from the smartphone in your pocket. Investors comprise some of the most prominent names in commercial real estate, entrepreneurship and venture capital including: Thrive Capital, Bessemer Venture Partners, David Tisch (Boxgroup), Aaron Levie (Box.com). The company has merged with View the space (VTS) in a $300 Million all stock deal in November 2016.",http://gethightower.com,Space Management,Space Design & Management​,(4) Managing the formation and operations of a space,2013,0,United States,Global,Yes,"Saturday, 30 December 1899",Series B,21.660.005,Emerging,TRUE,FALSE
Zen Ecosystems,"Zen Ecosystems provides intelligent energy management systems and smart thermostats to reduce energy bills. Zen Thermostat™ is compatible with leading connected home platforms and uses Zigbee protocol to communicate with home automation hub. Zen HQ connects Zen Thermostat and lighting controls in a simple, wireless energy management system optimized for cost reduction and control over HVAC, lighting and refrigeration costs across multi-site operations.",https://zenecosystems.com,Space Management,Space Design & Management​,(4) Managing the formation and operations of a space,2013,0,United States,Global,Yes,"Tuesday, 1 May 2018",Series A,8.302.840,Emerging,TRUE,FALSE
Knock CRM,"SaaS-driven CRM software for agents, brokers, and property managers. It facilitates marketing and attribution, sales, leasing, retention service, predictive business intelligence, reduces technology spend, improves marketing spend, increases team productivity, and improves economic occupation.",https://www.knockcrm.com/home,Space Management,Space Design & Management​,(4) Managing the formation and operations of a space,2014,97,United States,Global,Yes,"Saturday, 30 December 1899",Series C,47.000.000,Emerging,TRUE,FALSE
Canopy Lawn Care,"Canopy is a home services company offering home exterior maintenance services. Service offerings include lawn maintenance, fertilization and weed control, mosquito management, mulch, pine straw installations, aeration and overseeding. Also offers bundled service packages starting at $199 per month.",https://www.canopylawncare.com/,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,2014,0,United States,Global,Yes,"Thursday, 20 June 2019",Series A,4.419.518,Emerging,TRUE,FALSE
SiteZeus,"SiteZeus provides in site selection driven by engineered big data systems and unparalleled real estate services. SiteZeus is establishing the science and art behind a powerfully accurate site selection process for emerging and established brands through a state of the art web based technology. SiteZeus is designed to offer brokers, consultants and retail concepts a turnkey, cloud hosted/internet platform that combines big data science, proprietary algorithms and data visualization to achieve Predictive Intelligence and Analytics by combining Big Data science with Proprietary Geo-Spatial algorithms to provide site specific performance forecasting.",https://sitezeus.com,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,2013,26,United States,Global,Yes,"Wednesday, 3 August 2016",Series A,4.150.000,Emerging,TRUE,FALSE
SellersFunding,"SellersFunding is an online business loan platform for e-commerce sellers. It offers term loans, revenue-based funding, working capital, and more. Incorporated businesses can apply for loans on the platform. It provides a wallet for receiving funds, prepaid cards for corporate expenses, and more.",https://mikrofin.com,Finance,Financing,(7) Joining the growth journey of the many,2017,0,United States,Global,Yes,"Tuesday, 14 September 2021",Series A,"$166,500,000.00",Nascent,TRUE,FALSE
Pipe,"Online revenue-based financing marketplace for SaaS businesses. It offers a solution that connects businesses with investors for revenue-based financing. Businesses can integrate the accounting and ERP systems to the platform using APIs. The loan amount is based on the businesses data obtained from the system. It features integrations with existing payment tools, automated monthly statements, and more.",http://sonatrafinance.com.kh,Finance,Financing,(7) Joining the growth journey of the many,2019,0,United States,Global,Yes,"Sunday, 1 August 2021",Series C,"$316,000,000.00",Emerging,TRUE,FALSE
Validus,"P2P platform for business loans. It is a marketplace connecting borrowers with lenders for multiple business loan products including invoice financing, purchase order financing, working capital loans, enterprise financing scheme, and more. It also provides financial news, a loan calculator, and more.",https://nobletrustmicrofinance.com,Finance,Financing,(7) Joining the growth journey of the many,2015,0,Singapore,Global,Yes,"Friday, 7 May 2021",Series B,"$80,468,700.00",Emerging,TRUE,FALSE
Arc,"Online platform for revenue-based financing. It offers a solution that enables businesses to convert a part of future revenue into funds. Businesses must integrate accounting, banking, and billing software using APIs. It offers a dashboard with real-time scores based on financial data. Businesses can select the amount and request financing. Once approved, the funds are transferred to the registered business bank account.",https://www.arc.tech/ ,Finance​,Financing,(7) Joining the growth journey of the many,2021,0,United States,Global,Yes,"Thursday, 13 January 2022",Seed,"$11,000,000.00",Nascent,TRUE,FALSE
Solfácil,Online marketplace for residential solar financing. It connects consumers with multiple investors and installers of solar energy. Users can define the photovoltaic solar project on the basis of requirements and pay the monthly installments.,https://solfacil.com.br/ ,Finance​,Financing,(7) Joining the growth journey of the many,2018,0,Brazil,Global,Yes,"Monday, 11 April 2022",Series C,"$135,069,943.00",Emerging,TRUE,FALSE
NeoGrowth,NeoGrowthis an online platform that offers collateral-free business loans. NeoGrowth offers multiple repayment options to e-commerce merchants wherein businesses pay for the period of sales made. It also offers cash advances against future sales from credit and debit cards on its POS. It approves loans based on current and future cash flows.,http://primeguarantymf.com,Finance​,Financing,(7) Joining the growth journey of the many,2013,0,India,Global,Yes,"Tuesday, 5 January 2021",Series E,"$95,134,330.00",Mature,TRUE,FALSE
Camino Financial,"Online platform for business loans. It offers business loans to users with multiple terms, amounts, and repayment options. Businesses can select loan products by connecting with a loan advisor for assistance. Users must add the required details and apply for the loan. Once approved, the funds are transferred to the registered bank account.",https://www.mifida-myanmar.com,Finance​,Financing,(7) Joining the growth journey of the many,2014,,United States,Global,Yes,"Friday, 8 April 2022",Series A,"$12,722,039.00",Emerging,TRUE,FALSE
Leif,"Online platform for income shared agreements. It offers a platform for the financing of income-shared agreements for schools. It provides a dashboard that facilitates the management and tracking of financial data for schools. It allows schools to verify student identity, run credit evaluations, check income, and collect payments. It provides financing for students for education on the basis of a fixed percentage of income.",https://www.leif.org/ ,Finance​,Financing,(7) Joining the growth journey of the many,2017,0,United States,Global,Yes,"Thursday, 20 May 2021",Series A,"$12,991,692.00",Nascent,TRUE,FALSE
dv01,"DV01 is an analytics firm that evaluates loans listed on P2P lending platforms. It helps institutional investors decide which consumer loans to finance through marketplace lenders. It improves workflows and facilitates transactions for institutional investors, banks, and lenders. It allows users to review loan performance, both at the pool and individual level. Its streamlined user interface makes it easy to execute complex queries to quickly identify a specific pool or subset of loans by origination attributes and returns.",http://gifsmicrofinance.com,Finance​,Financing,(7) Joining the growth journey of the many,2014,0,United States,Global,Yes,"Tuesday, 12 January 2021",Series B,"$41,000,000.00",Emerging,TRUE,FALSE
Level Goals,Online credit line platform for businesses. Enables businesses to access funding based on the earnings with repayments tied to the income. Funds are received via ACH or PayPal.,https://urc-nazinon.bf,Finance​,Financing,(7) Joining the growth journey of the many,2019,0,United States,Global,Yes,"Monday, 13 December 2021",Series A,"$8,620,000.00",Nascent,TRUE,FALSE
Livfin,"Online platform for business loans. It offers multiple loan products to small and medium-sized businesses including working capital loans, invoice financing, business credit lines, and more. It also features a guarantee scheme for businesses. Users must add the required details and apply for the loan. Once approved, the funds are transferred to the registered bank account. It also offers a cloud-based solution that enables businesses to monitor loans and invoice status.",https://livfin.com/,Finance​,Financing,(7) Joining the growth journey of the many,2017,,India,Global,Yes,"Thursday, 6 January 2022",Series C,"$80,714,698.00",Emerging,TRUE,FALSE
re:cap,"Online platform for revenue-based financing. It enables subscription-based businesses to obtain loans based on future recurring revenues. Users can obtain loans based on customized terms, amounts, and repayment options. Businesses must add the required details and connect the accounting and ERP systems to the platform. Once approved, the funds are transferred to the registered bank account.",http://www.alkhairsociety.com/alkweb/,Finance​,Financing,(7) Joining the growth journey of the many,2021,0,Germany,Europe,Yes,"Monday, 11 April 2022",Seed,"$27,768,000.00",Nascent,TRUE,FALSE
Silvr,"Online lending platform providing financing solution for e-commerce businesses. Businesses can connect e-commerce platform on the website and select the funding amount required for ads campaigns & marketing, and upon approval, the loan amount gets disbursed in the linked business account. Repayment of loans can be done after the products are sold to the customers.",http://diremicrofinance.com,Finance​,Financing,(7) Joining the growth journey of the many,2019,0,France,Europe,Yes,"Tuesday, 8 February 2022",Series A,"$24,164,580.00",Nascent,TRUE,FALSE
Finitive,"Online marketplace for business loans. It enables institutional investors to invest in alternative lending products. Investors can invest in warehouse lines, forward flow, and whole loan purchase agreements, term loans, participation, funds, and equity. It enables businesses to acquire multiple loan products for development and more.",https://gdfpl.com,Finance​,Financing,(7) Joining the growth journey of the many,2017,0,United States,Global,Yes,"Wednesday, 19 May 2021",Series A,"$6,000,000.00",Nascent,TRUE,FALSE
Crowdo,"Equity crowdfunding for business loans. P2P marketplace for business loans. It allows equity crowdfunding for business loans. It also helps businesses in the building and managing a fully branded crowdsourcing platform. It offers business credit lines, supply chain financing, and more.",https://www.eskala.org/,Finance​,Financing,(7) Joining the growth journey of the many,2012,0,Singapore,Global,Yes,"Tuesday, 11 January 2022",Series A,$0.00,Emerging,TRUE,FALSE
Copper Labs,"Provider of energy monitoring solutions for residential applications. The platform leverages machine learning to understand electric meters and track energy more than sixty times an hour to suggest simple changes for saving energy. Major features include identifying energy anomalies, energy insights, and customer engagement for utilities.",https://www.copperlabs.com/,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,2012,0,United States,Global,Yes,"Tuesday, 15 March 2022",Series A,9.500.000,Emerging,TRUE,FALSE
Finzy,"Online P2P marketplace for consumer and business loans. It enables users to borrow and lend multiple loan products including debt consolidation loans, renovation loans, healthcare loans, auto loans, business loans, and purchase loans with flexible loan amounts, terms, and repayment options. Users must add the required personal information and apply for the loan. Once approved, the funds are transferred to the registered bank account. It also offers an investor portal that enables investors to invest based on desired terms and returns.",https://finzy.com/ ,Finance​,Financing,(7) Joining the growth journey of the many,2016,0,India,Global,Yes,"Friday, 5 November 2021",Seed,"$7,794,857.00",Nascent,TRUE,FALSE
Mipise,"Mipise provides white-label solutions for lending, donation, reward, equity crowdfunding. It also offers a white-label solution for crowdsourcing. Its solution includes a dedicated internet platform and mobile application & marketing strategy, bank regulation, project leading & technical issues and social networks, fundraising management, etc.",https://www.mipise.com/en ,Finance​,Financing,(7) Joining the growth journey of the many,2014,0,France,Europe,Yes,"Tuesday, 1 February 2022",Seed,"$2,574,870.00",Emerging,TRUE,FALSE
Architrave,"Architrave is a PropTech company that provides AI-driven asset & document management solutions for real estate companies. Offers an integrates asset management platform linking institutions, data, and services in a single networked solution. Core offerings include Life-Cycle Data Room, DELPHI, Transaction Data Room: Document Check-Up, and associated services.",https://www.architrave.de/,Space Management,Space Design & Management​,(4) Managing the formation and operations of a space,2012,89,Germany,Europe,Yes,"Saturday, 30 December 1899",Series A,2.284.030,Emerging,TRUE,FALSE
Lendflow,"Lendflow offers lending as a service platform for brokers and lenders. It enables software companies to launch their business credit products. It provides a lending widget and API to lending infrastructure that software companies can integrate into a website or app so their business users can apply for, receive, and monitor business financing. It features lending program software for construction, home services companies, e-commerce, and others. It offers businesses with credit application tools, underwriting infrastructure, and a managed lender marketplace. It's pricing is available on a monthly subscription plan.",https://www.lendflow.com/ ,Finance​,Financing,(7) Joining the growth journey of the many,2019,0,United States,Global,Yes,"Friday, 1 January 2021",Seed,"$12,500.00",Nascent,TRUE,FALSE
GoParity,"Online crowdlending platform for solar project financing. It allows users to lend money to organizations, reinvest the money, and more. It also provides consultation and assistance services for project development.",https://goparity.com/ ,Finance​,Financing,(7) Joining the growth journey of the many,2016,0,Portugal,Europe,Yes,"Tuesday, 8 June 2021",Seed,"$24,349.00",Nascent,TRUE,FALSE
Nenglian Zhonghe Technology,"Online marketplace for green asset financing. It allows businesses to finance solar energy panels. Its features include asset registration, asset financing, and asset circulation solutions. It uses blockchain technology and the Internet of Things for distributed asset financing.",,Finance​,Financing,(7) Joining the growth journey of the many,2016,0,China,Global,Yes,"Monday, 24 May 2021",Series A,$0.00,Nascent,TRUE,FALSE
Doorkee,"Online P2P marketplace to search for rental apartments. The platform enables landlords to increase their revenues by decreasing vacancy time between tenants. Additionally, it departing tenants can earn a half month's rent for letting apartment seekers see their apartments. Property owners can register their apartments by providing necessary information online.",https://stag.doorkee.com/,Space Management,Space Design & Management​,(4) Managing the formation and operations of a space,2017,0,United States,Global,Yes,"Saturday, 30 December 1899",Series A,7.840.664,Nascent,TRUE,FALSE
Lavanda,"SaaS-driven property management platform for vacation rental properties. The platform enables landlords or property managers to create rental listings and publish them across multiple real estates channels. Users can also manage property operation and guest experience as well as access growth tools. The platform offers its solutions for property managers, serviced apartments, student housing, and vacation rental portfolios.",https://getlavanda.com,Space Management,Space Design & Management​,(4) Managing the formation and operations of a space,2014,26,United Kingdom,Europe,Yes,"Monday, 21 February 2022",Series B,12.250.000,Emerging,TRUE,FALSE
Check and Visit,Check and Visit provides inventory checking services to its clients. Their professionals use 3D models to carry out the checkin process,https://checkandvisit.com,Space Management,Space Design & Management​,(4) Managing the formation and operations of a space,2017,0,France,Europe,Yes,"Monday, 1 June 2020",Series A,1.796.512,Nascent,TRUE,FALSE
Chisos,"Online platform for income share funding. It is built for early-stage entrepreneurs and has a unique investment approach that puts the founders' power. It looks for ideas, founders, and companies with potential and an actionable plan. When it finds them, it connects them with the capital. Chisos provides a Convertible Income Sharing Agreement consisting of two parts income share agreement with founders and a Percentage of equity in founders' business.",https://www.chisos.io/,Finance​,Financing,(7) Joining the growth journey of the many,2019,,United States,Global,Yes,"Monday, 17 May 2021",Seed,"$47,620.00",Nascent,TRUE,FALSE
Rent Ready,"Provider of an online marketplace to book apartment turnover services. It serves an office, clubhouse, fitness center, laundry, elevator, pool, game room, and more. Offers services including wall repair, painting, maintenance, cleaning, resurfacing, carpet cleaning, virus safeguard service, 360-degree surface spraying, and more.",https://rentready.com,Space Management,Space Design & Management​,(4) Managing the formation and operations of a space,2014,0,United States,Global,Yes,"Tuesday, 9 March 2021",Series A,11.500.000,Emerging,TRUE,FALSE
Pinata,"Online platform offering reward based payment software. The platform enables users to register, pay rent, get rewards, and improve their credit limits by paying rent. Brands can create loyalty programs to engage and retain customers.",https://www.pinata.ai/,Space Management,Space Design & Management​,(4) Managing the formation and operations of a space,2019,0,United States,Global,Yes,"Saturday, 30 December 1899",Series A,20.000.000,Nascent,TRUE,FALSE
Hypefast,,https://www.hypefast.id/,Finance,Financing,(7) Joining the growth journey of the many,2019,0,Indonesia,Global,Yes,"Friday, 12 November 2021",Series A,"$22,000,000.00",Nascent,TRUE,FALSE
Phone2Action,"Phone2Action is social advocacy and civic engagement software platform that organizations use to acquire and engage supporters. It enables organizations to mobilize their supporters so they can take action at events, and connects people with the elected officials at the local, state, and federal level, as well as help them connect with services. Their advocacy software enables advocates to email, patch-through call, Tweet at, and post on the Facebook wall of elected officials. Also, offers services delivery tools to help advocates learn about and sign-up for programs. Solutions include Social Pulse (Social Media Advocacy), Grassroots advocacy, Employee advocacy, Communicating with officials, Media platform, and others.",http://phone2action.com,Support Services,Expertise & Community,(8) Connecting people with shared interests and expertise,2012,,United States,Global,Yes,"Wednesday, 22 May 2019",Series B,"$5,300,000.00",Emerging,TRUE,FALSE
NeedsList,NeedsList is a real-time needs registry for disaster relief and humanitarian aid. The product is a real-time collaboration tool that matches and aggregates stakeholders and allows to track supply and services and engage business and nonprofits.,https://needslist.co,Support Services,Expertise & Community,(8) Connecting people with shared interests and expertise,2016,0,Canada,Global,Yes,"Monday, 17 June 2019",Seed,"$1,920,000.00",Nascent,TRUE,FALSE
Lightful,"Lightful is a volunteer services solution. The platform is a social-media, campaign management platform that helps people to connect with a cause. Features include feeds, finding new images, scheduling tools, managing campaigns, and others.",https://lightful.com,Support Services,Expertise & Community,(8) Connecting people with shared interests and expertise,2014,0,United Kingdom,Europe,Yes,"Sunday, 4 February 2018",Seed,"$5,645,280.00",Emerging,TRUE,FALSE
Commsor,"Cloud-based community marketing software solution provider. It provides a community operating system that integrates with the existing tools and tying the community data together and enabling users to unlock insights, measure impact and builds a community-led company. Some of the clients include Spendesk, Firstbase, Testim, Teal, Techqueria, etc.",https://www.commsor.com/,Support Services,Expertise & Community,(8) Connecting people with shared interests and expertise,2019,0,United States,Global,Yes,"Tuesday, 1 March 2022",Series B,"$66,000,000.00",Emerging,TRUE,FALSE
Common Room,"Provider of the community marketing software solution. It provides a community journey platform that enables a new type of relationship between organizations and the people in their communities. It is based on authenticity, collaboration, and communication across platforms like Slack, Twitter, Discord, Discourse, GitHub, Intercom, Bevy, and more.",https://www.commonroom.io/,Support Services,Expertise & Community,(8) Connecting people with shared interests and expertise,2020,0,United States,Global,Yes,"Wednesday, 31 March 2021",Series B,"$52,000,000.00",Nascent,TRUE,FALSE
Donut,"Donut offers an employee onboarding management solution. It allows employers to create the company's rule and employee handbook; create a questionnaire and gather employee's feedback. Offers subscription-based pricing model. Clients include IBM, Meetup, Invision, and Nulogy.",https://www.donut.com/,Support Services,Expertise & Community,(8) Connecting people with shared interests and expertise,2016,0,United States,Global,Yes,"Thursday, 23 February 2017",Seed,"$1,060,000.00",Nascent,TRUE,FALSE
Site 1001,"Site 1001 is a cloud-based mobile-first software platform for the facilities maintenance and building management industry. The company digitizes and automates facility management tasks on the cloud. It offers building automation and Internet of things (IoT) solution to provide building intelligence for facility professionals, building owners, managers, and operators. Some of the features the location smart software offers are preventative maintenance schedules; vendor/sub management tools; budget, labor, and usage reports; BIM/CAD, IoT, and third party systems integrations; and inventory management tools.",http://site1001.com,Space Management,Space Design & Management​,(4) Managing the formation and operations of a space,2016,0,United States,Global,Yes,"Saturday, 30 December 1899",Series A,17.275.003,Nascent,TRUE,FALSE
Arrivae,Provider of interior designing services. Provides furniture manufacturer and home improvement company. It offers custom interior design solutions from demand mapping to installation using in-house technology. Users can meet designers and share inspiration then pay for the customized product.,https://web.arrivae.com,Space Management,Space Design & Management​,(1) New services for a new age,2017,0,India,Global,Yes,"Saturday, 30 December 1899",Series B,23.261.490,Emerging,TRUE,FALSE
Advizeo,"Provider of energy management solutions for commercial applications. The platform allows users to centralize energy data, view the energy consumption sources, optimize energy solutions, and more. Additionally, it provides real-time data visualization solutions, energy comparison solutions, reports, budget monitoring solutions, and more.",https://www.advizeo.io,Space Management,Space Design & Management​,(4) Managing the formation and operations of a space,2015,0,France,Europe,Yes,"Friday, 1 October 2021",Series A,5.794.390,Emerging,TRUE,FALSE
HiLife,"Home automation solution for smart condominium management. Features include facility bookings, maintenance fee payments, feedback management, and more. The platform also provides an integrated visitor management solution with QR-code scanning for visitor vehicles, community app, and more. Additionally, it also provides smart home solutions such as motion sensors, smart digital lock control, and more.",https://hilife.sg,Space Management,Space Design & Management​,(4) Managing the formation and operations of a space,2015,0,Singapore,Global,Yes,"Thursday, 8 July 2021",Series A,5.934.300,Emerging,TRUE,FALSE
eMonitor,"SaaS-driven rental application form management software for owners and rental managers. The Software enable the users to efficiently rent out their apartments, enhance the quality and satisfaction of the tenants and also keep track of the renting process, apartment allocation, and socio-demographic tenant-mix. The solutions it offers include reporting and monitoring functions providing the users with detailed management key figures.",https://emonitor.ch,Space Management,Space Design & Management​,(4) Managing the formation and operations of a space,2014,0,Switzerland,Europe,Yes,"Wednesday, 4 August 2021",Series A,6.615.340,Emerging,TRUE,FALSE
AQwire,"Decentralized listing platform for real-estates. It offers various types of listing platforms catering to commercial, co-working spaces, residential sites. It also offers international property management, mortgage loans securing for buyers, and lists units to become more visible.",https://aqwire.io,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,2017,0,United States,Global,Yes,"Saturday, 30 December 1899",Series A,2.100.000,Nascent,TRUE,FALSE
IKongJian,"IKongJian is an online marketplace for home improvement services. It provides standardized apartment renovation services, and a platform to hire the professionals. The company has partnered with Kohler, MOEN, and ROBAM among others.",https://ikongjian.com,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,2014,0,China,Global,Yes,"Wednesday, 28 June 2017",Series C,62.264.400,Emerging,TRUE,FALSE
RESync,"Provider of SaaS and AI-driven energy management solutions for commercial spaces. The solutions are provided for controlling and real-time monitoring of the distributed energy resources. The building suite includes features such as demand response, HVAC, peak shaving, and load shifting. Also, provides battery monitoring capabilities.",https://resynctech.com,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,2017,0,Singapore,Global,Yes,"Monday, 11 October 2021",Series A,2.000.000,Nascent,TRUE,FALSE
Orbit,"Cloud based platform offering software for community marketing. The platform enables members to grow and measure the community across any platform, collaborate with members to boost engagement, monitor activities, uncover trends and gain insights.",https://orbit.love,Support Services,Expertise & Community,(8) Connecting people with shared interests and expertise,2019,0,United States,Global,Yes,"Sunday, 30 May 2021",Series A,"$19,000,000.00",Nascent,TRUE,FALSE
Disciple Media,"Disciple is a white label community platform for artists & celebrities to engage with their fans. The platform enables influencers to create & launch their own branded mobile community platform to interact & engage with fans. Users can publish content on the platform over photos, live streaming, video, or audio and have their fans interact with them over comments, posts, Q&A, or polls. Users can choose how to monetize the platform whether through AD or subscription-based, in-app purchases, merchandise sales, and more. It also offers a dashboard to users to keep a track of their community data & analytics.",https://www.disciplemedia.com/,Support Services,Expertise & Community,(8) Connecting people with shared interests and expertise,2013,0,United Kingdom,Europe,Yes,"Wednesday, 21 July 2021",Series A,"$6,000,000.00",Emerging,TRUE,FALSE
Gatheround,"Cloud-based online event management solution provider. Features include video calling, online gathering management, conversations management, prompt cards management, interactive groups & rooms management, smart matching, digital crafted templates, participant management, event management, team & community management, and etc. The company provides user access on a subscription-based pricing module.",https://gatheround.com,Support Services,Expertise & Community,(8) Connecting people with shared interests and expertise,2018,0,United States,Global,Yes,"Monday, 3 May 2021",Seed,"$4,000,000.00",Nascent,TRUE,FALSE
Zyper,"Zyper provides community management solution for brands. It enables brands to create communities of customers who are its brand advocates. It uses natural language processing to identify peer to peer influence networks and find leads. Allows businesses to manage campaigns via a dashboard, view real-time reporting on fan's progress, create content and send personalized ads to the customers. Its app is available in Apple App Store and Google Play Store. Clientele includes 31 Dover, Bloom and Wild, Botanics, Godiva and others.",http://zyper.com,Support Services,Expertise & Community,(8) Connecting people with shared interests and expertise,2017,0,United Kingdom,Europe,Yes,"Thursday, 6 June 2019",Series A,"$8,500,000.00",Nascent,TRUE,FALSE
Zephr,"Online platform for subscription management. Its platform allows publishers to offer personalised subscriptions to their customers. Its platform features include an intelligent paywall, identity and access management, user-specific personalisation, corporate subscription management and others.",https://www.zephr.com/,Support Services,Expertise & Community,(8) Connecting people with shared interests and expertise,2017,51,United Kingdom,Europe,Yes,"Thursday, 3 December 2020",Series A,"$11,000,000.00",Nascent,TRUE,FALSE
Community,"Community is a platform offering text messaging for community marketing. The platform enables users to connect directly with the audience to drive action, activism, impact, promotion, sales, etc. It enables users to connect with multiple creators by phone number. Fans can have a one on one conversation instead of being on social platforms.",https://www.community.com/,Support Services,Expertise & Community,(8) Connecting people with shared interests and expertise,2019,0,United States,Global,Yes,"Friday, 9 April 2021",Series C,"$90,000,000.00",Emerging,TRUE,FALSE
